"Tree_ID","Address","Tree_Species","Species_Desc","Common_Name","Age_Desc","Height","Spread","Trunk","Actual_Trunk_cm","Condition","Lat","Long"
41648,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4476418828,-6.1801409725
41740,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Good",53.4468031571,-6.1805977111
3860,"Hazelwood, Donabate","ACSA","Acer saccharinum","Silver Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",12,"Fair",53.489196565,-6.1498793115
47004,"Castle Downs Croft, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.45319269,-6.1814548972
29408,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4455452739,-6.2460806948
33032,"Hillside Close, Skerries","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Fair to Good",53.5708779569,-6.1123155643
15496,"Berwick Avenue, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",29,"Fair",53.4602488499,-6.2493928083
17616,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Fair to Good",53.4666262418,-6.2408866517
17636,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",28,"Fair to Good",53.4658740514,-6.2404556095
18108,"Milesian Avenue, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","",NA,"","11cm to 20cm",19,"",53.4516215394,-6.2051812145
42100,"Gaybrook Lawns, Malahide","BESP","Betula spp.","Birch","Mature","10 metres","6 to 9 metres","31cm to 40cm",40,"Fair",53.4459518128,-6.1755391221
42588,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.6129491511,-6.1945380176
31824,"Kelly's Bay Rise, Skerries","BESP","Betula spp.","Birch","Young",NA,"","1cm - 10cm",5,"Fair",53.5815444052,-6.1335748493
48600,"Old Yellow Walls Road, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"3 to 6 metres","1cm - 10cm",10,"Fair to Good",53.4556805976,-6.1803699203
48620,"Old Yellow Walls Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",21,"Fair to Good",53.4553681335,-6.1791603331
28620,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.447521183,-6.2455707018
41616,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4471509832,-6.1805369277
41732,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",13,"Good",53.4470190489,-6.1804414167
41736,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4469626407,-6.1804843201
8,"Churchfield Close, Skerries","SOARI","Sorbus aria","Whitebeam","Mature","10 metres","6 to 9 metres","31cm to 40cm",40,"Good",53.5732059548,-6.1067385041
68868,"Purley Park, Portmarnock","ULOBE","Ulmus lobeli","","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4366093151,-6.1363588124
228428,"Oaktree Avenue, Castleknock","AAAA","Suitable location","","",NA,"","1cm - 10cm",8,"Fair to Good",53.3771027015,-6.3800146221
6048,"Glen Ellan Gardens, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.4680643759,-6.2364331527
6056,"Glen Ellan Gardens, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","Up to 3 metres","11cm to 20cm",14,"Good",53.4678284203,-6.2357224828
47008,"Castle Downs Croft, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4531356454,-6.1811669316
26892,"Tara Cove, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.6071474782,-6.1902916669
27128,"Clonard Court, Balbriggan","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",36,"Good",53.6093478775,-6.1900018442
27320,"Tara Court, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.6086422375,-6.1920830635
28400,"Ridgewood Close, Swords","TISP","Tilia spp.","Lime","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",13,"Good",53.4478172044,-6.2480998278
28500,"Ridgewood Close, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4477355449,-6.2479911988
29012,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4482263093,-6.2506536913
48024,"Seabury Drive, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.4544433768,-6.1778529365
48120,"Seabury Drive, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Good",53.454371701,-6.1780435934
48420,"Seabury Parade, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4548405365,-6.1801551866
28636,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4475883786,-6.2461137358
246580,"Lanesborough Grove, Saint Margaret's","TICOG","Tilia cordata 'Greenspire'","Small-Leafed Lime","Young","10 metres","Up to 3 metres","11cm to 20cm",11,"Good",53.4033045993,-6.2915919054
31812,"Kelly's Bay Rise, Skerries","BESP","Betula spp.","Birch","Young",NA,"","1cm - 10cm",5,"Fair",53.5816416416,-6.133408384
32220,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","1cm - 10cm",9,"Fair",53.575059804,-6.1118542257
880,"Turvey Park, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Newly Planted","10 metres","6 to 9 metres","11cm to 20cm",16,"Fair",53.4888164794,-6.1543366712
2008,"Beverton Green, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Fair",53.4906963839,-6.1565252953
5600,"South Bank, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Fair to Good",53.4679799547,-6.2247603485
32508,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.5723112588,-6.1146747782
20016,"Brookdale Road, Swords","PRSPA","Prunus serrulata","Japanese Cherry","",NA,"","",0,"Dead",53.4545599489,-6.248459724
20836,"Brookdale Park, Swords","STMP","Stump","Stump","",NA,"","",0,"",53.4526421863,-6.2479048982
197200,"Clifford's Lane, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.452665733,-6.2088923345
105108,"Broadway Grove, Blanchardstown","ACPLG","Acer platanoides 'Globosum'","Mop-Head Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.3857340603,-6.3888877629
68860,"Purley Park, Portmarnock","AAAA","Suitable location","","",NA,"","",0,"",53.437007552,-6.1366042828
68864,"Purley Park, Portmarnock","ULOBE","Ulmus lobeli","","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4366969608,-6.1363549749
197400,"Abbeylea Green","AAAA","Suitable location","","",NA,"","",0,"",53.4639493452,-6.2358210871
49408,"Killeen Park, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4488978924,-6.1800712919
17012,"Swords Manor Drive, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.4614935371,-6.2435199093
17824,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Fair to Good",53.4660813846,-6.2411100816
42060,"Gaybrook Lawns, Malahide","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4460699719,-6.1783930636
31816,"Kelly's Bay Rise, Skerries","BESP","Betula spp.","Birch","Young",NA,"","1cm - 10cm",5,"Fair",53.5816416416,-6.133408384
32008,"Martine Court, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair - Poor",53.5764691322,-6.1126195483
32208,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.5748840059,-6.1123246695
32216,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",11,"Good",53.5750286558,-6.1119644721
32240,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.5751948381,-6.1113063304
33836,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","9 to 12 metres","21cm to 30cm",28,"Fair to Good",53.571161555,-6.1070806485
49424,"Killeen Park, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4496146123,-6.179810918
52480,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",25,"Fair",53.4490697799,-6.1734904968
6836,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.491533371,-6.1472329442
42216,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.455182828,-6.1810169158
32232,"Millhill Park, Skerries","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.5751525854,-6.1114815421
33820,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",35,"Fair",53.5716044933,-6.1069963884
34476,"Shenick Grove, Skerries","BESP","Betula spp.","Birch","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5711965695,-6.1055638183
52372,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature"," 15 metres","Over 12 metres","41cm - 50cm",47,"Good",53.4492376208,-6.1705542207
52820,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",38,"Good",53.4476576782,-6.1750467563
5804,"Glen Ellan Grove, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Good",53.4679600103,-6.2337428369
7440,"Eden Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Fair",53.4929702786,-6.1486488254
42208,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4555678435,-6.1806603469
42256,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4541748171,-6.1819586546
42348,"Estuary Road, Malahide","TISP","Tilia spp.","Lime","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.451728576,-6.1845551118
47016,"Castle Downs Croft, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4530120747,-6.1809774084
52380,"Ard Na Mara, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4489660896,-6.1706559146
52476,"Ard Na Mara, Malahide","AAAA","Suitable location","","Young",NA,"Up to 3 metres","1cm - 10cm",4,"",53.4489871062,-6.173249582
52808,"Ard Na Mara, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",37,"Good",53.4477825037,-6.172092262
16028,"Berwick Rise, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","31cm to 40cm",34,"Fair",53.4602483517,-6.2483599183
1628,"Turvey Crescent, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","6 to 9 metres","",0,"Good",53.4877372983,-6.1565980993
2404,"Beverton Crescent, Donabate","AAAA","Suitable location","","",NA,"","",0,"",53.490084725,-6.1540364173
264008,"Ashling Heights, Blanchardstown","AAAA","Suitable location","","",NA,"","1cm - 10cm",1,"Good",53.3951553363,-6.3775960986
26516,"Naul Hill, Naul","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.5826199373,-6.2850076326
1616,"Turvey Crescent, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","",0,"Fair to Good",53.4878089236,-6.1569187814
3672,"","SOIN","Sorbus intermedia","Swedish Whitebeam","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Fair to Good",53.487300401,-6.1586611715
42828,"Covetown, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.6136511755,-6.1923038504
246584,"Lanesborough Grove, Saint Margaret's","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","Up to 3 metres","1cm - 10cm",7,"Good",53.4032501977,-6.2916082206
32524,"Greenlawns, Skerries","BESP","Betula spp.","Birch","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.5723587167,-6.1148293745
17752,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","Up to 3 metres","1cm - 10cm",9,"Fair",53.4650382713,-6.2409565629
17756,"Cianlea, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","",0,"Fair - Poor",53.4651303897,-6.2409512463
28640,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",12,"Good",53.4475535155,-6.2461261613
16208,"Swords Manor Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","",0,"Fair",53.4621206004,-6.2426781843
16452,"Swords Manor Grove, Swords","STMP","Stump","Stump","",NA,"","",0,"",53.4600393792,-6.2434623723
18452,"Milesian Lawn, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",23,"Fair to Good",53.4515793434,-6.2074331221
18460,"Milesian Lawn, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",22,"Good",53.4514530997,-6.2074218821
800,"Turvey Park, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","","10 metres","6 to 9 metres","31cm to 40cm",32,"Fair to Good",53.4871180417,-6.1550134273
3024,"Beverton Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",11,"Fair to Good",53.4896111058,-6.1605460284
3028,"Beverton Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",11,"Fair to Good",53.4895994536,-6.1602795345
32436,"Greenlawns, Skerries","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","9 to 12 metres","41cm - 50cm",41,"Fair",53.5732134823,-6.1133886186
13444,"Seaview Park, Portrane","ACPL","Acer platanoides","Norway Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",6,"Fair to Good",53.4922003772,-6.104319247
20024,"Brookdale Road, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Fair to Good",53.4541044245,-6.2485868751
20032,"Brookdale Road, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4537588407,-6.2487352408
20036,"Brookdale Road, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Good",53.4536214735,-6.2487923829
20144,"Brookdale Road, Swords","STMP","Stump","Stump","",NA,"","",0,"",53.4527608753,-6.249153586
20812,"Brookdale Park, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Fair to Good",53.4525700623,-6.2481521998
16288,"Swords Manor Avenue, Mooretown","TICO","Tilia cordata","Small-Leafed Lime","",NA,"","",0,"",53.4622401368,-6.2435776116
17628,"Cianlea, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4532302244,-6.2471022095
41628,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.447305106,-6.180425571
3888,"Hazelwood, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","11cm to 20cm",11,"Good",53.489987263,-6.1501641622
6060,"Glen Ellan Gardens, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","Up to 3 metres","11cm to 20cm",12,"Good",53.4677414203,-6.2353261075
34492,"Shenick Grove, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",26,"Good",53.5708595392,-6.1043699508
49404,"Killeen Park, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young",NA,"Up to 3 metres","11cm to 20cm",15,"Good",53.448800183,-6.1801341786
42580,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.6130058995,-6.1943030291
42592,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.6129060597,-6.1947372129
43060,"Bayside Boulevard South, Sutton","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","Over 12 metres","41cm - 50cm",47,"Good",53.3881902151,-6.1392617325
43096,"Bayside Boulevard South, Sutton","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","9 to 12 metres","31cm to 40cm",35,"Good",53.3872601035,-6.1385683326
32004,"Martine Court, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair",53.5764920883,-6.1126848083
32228,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",13,"Fair to Good",53.5751298279,-6.111565446
32316,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair",53.5757735742,-6.1116952722
32324,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature",NA,"Up to 3 metres","21cm to 30cm",21,"Fair to Good",53.5758511752,-6.1113286944
48624,"Old Yellow Walls Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Fair to Good",53.4553307566,-6.1790074644
49428,"Killeen Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.4496625567,-6.1797905016
49432,"Killeen Park, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.4497116111,-6.1797662743
52228,"Ard Na Mara, Malahide","COSP","Corylus spp.","Common Hazel","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4501438512,-6.1708459797
52240,"Ard Na Mara, Malahide","COSP","Corylus spp.","Common Hazel","Newly Planted","10 metres","3 to 6 metres","1cm - 10cm",8,"Good",53.4499628299,-6.1703448018
52392,"Ard Na Mara, Malahide","BESP","Betula spp.","Birch","Young",NA,"3 to 6 metres","11cm to 20cm",12,"Good",53.4502447249,-6.1710603722
15256,"Berwick Grove, Swords","ACPL","Acer platanoides","Norway Maple","",NA,"","11cm to 20cm",19,"",53.4634341016,-6.2489620261
42220,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4550941386,-6.181099749
42332,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4522890375,-6.1836803222
42472,"Estuary Road, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.455685112,-6.1807251889
43476,"Seabury Heights, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",30,"Good",53.4543035881,-6.1870476323
44004,"Tudor Court, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","9 to 12 metres","21cm to 30cm",30,"Good",53.4542151147,-6.1828231989
45472,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Good",53.4561600317,-6.1839782908
18436,"Milesian Lawn, Swords","ACPLD","Acer platanoides 'Drummondii'","Harlequin Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",24,"Fair to Good",53.4518277975,-6.2074682671
27200,"Castleview Row, Swords","ACCA","Acer campestre","Field Maple","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4711251993,-6.237699463
29028,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",18,"Fair to Good",53.4481882394,-6.2504533994
29172,"Ridgewood Avenue, Forrest Great","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4477831169,-6.2485571743
246508,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",12,"Poor",53.4049513058,-6.2919319012
246516,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",13,"Fair to Good",53.4048408109,-6.2918588876
246520,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",13,"Fair to Good",53.4047784244,-6.2918195845
17428,"Valley View, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Fair to Good",53.4620173554,-6.2409511222
246556,"Lanesborough Grove, Saint Margaret's","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","11cm to 20cm",11,"Fair to Good",53.4043591981,-6.2916544385
16,"Churchfield Close, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5733458687,-6.1065682899
52,"Churchfield Close, Skerries","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Fair - Poor",53.5729264663,-6.1061300416
1468,"Turvey Drive, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","3 to 6 metres","11cm to 20cm",18,"Fair to Good",53.4873795906,-6.1560760346
5104,"Glen Ellan Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","31cm to 40cm",33,"Fair",53.4669330535,-6.2299046867
41208,"Talbot Avenue, Malahide","TISP","Tilia spp.","Lime","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.4480552898,-6.1823562305
628,"Oaklands Park, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Fair - Poor",53.4572073483,-6.2170680191
2228,"Beverton Lawn, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","1cm - 10cm",9,"Good",53.4911197894,-6.1553829854
3680,"Turvey Avenue, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair",53.4872321871,-6.1584798611
4064,"Glen Ellan Avenue, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","Up to 3 metres","11cm to 20cm",17,"Good",53.4674175852,-6.227838669
4240,"Glen Ellan Park, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","Up to 3 metres","11cm to 20cm",20,"Fair",53.4680821334,-6.2279739171
15464,"Berwick Avenue, Swords","LIQAM","Liquidamber styraciflua","Sweet Gum","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",3,"Fair to Good",53.461905001,-6.2491555369
27344,"Tara Court, Balbriggan","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",14,"Fair",53.6088731684,-6.1912504521
29040,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4482026752,-6.2505371011
29048,"Ridgewood Avenue, Forrest Great","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4482026752,-6.2505371011
7544,"Ormond Way, Swords","ACCA","Acer campestre","Field Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Fair to Good",53.4605775201,-6.2469888104
46800,"Castle Downs Grove, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.452835701,-6.1821355692
47660,"Seabury Close, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",23,"Good",53.4536841119,-6.1788408412
28720,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.447740151,-6.2467377313
28736,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4475630559,-6.2469288199
