"Tree_ID","Address","Tree_Species","Species_Desc","Common_Name","Age_Desc","Height","Spread","Trunk","Actual_Trunk_cm","Condition","Lat","Long"
30812,"An Claddagh, Skerries","","","","Young",NA,"","1cm - 10cm",6,"Dead",53.5834495728,-6.1266813181
11236,"The Links, Donabate","PYCA","Pyrus calleryana","Pear","Young"," 15 metres","Up to 3 metres","11cm to 20cm",20,"Good",53.4889252982,-6.141105759
11372,"The Links, Donabate","PYCA","Pyrus calleryana","Pear","Semi-Mature","10 metres","Up to 3 metres","11cm to 20cm",14,"Good",53.4890739538,-6.140218258
11668,"The Priory, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Young",NA,"3 to 6 metres","11cm to 20cm",14,"Good",53.491253805,-6.1356921474
11704,"The Priory, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Young",NA,"3 to 6 metres","1cm - 10cm",10,"Good",53.4911183691,-6.1347471351
15456,"Berwick Avenue, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.4621379572,-6.2490355732
17748,"Cianlea, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.4650587913,-6.2422831408
34956,"Downside Heights, Skerries","AMELA","Amelanchier lamarchii","Serviceberry","Newly Planted","10 metres","Up to 3 metres","1cm - 10cm",4,"Fair",53.5697016894,-6.1080069812
18124,"Milesian Avenue, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Fair to Good",53.4518646071,-6.2056112933
41612,"Abington, Malahide","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Good",53.4470966504,-6.1805686035
6020,"Glen Ellan Gardens, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4677966807,-6.2349488271
171536,"Lambeecher, Balbriggan","AAAA","Suitable location","","",NA,"","1cm - 10cm",1,"Good",53.6132811302,-6.1870605283
629640,"Briarwood Lawn, Blanchardstown","AMELA","Amelanchier lamarchii","Serviceberry","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.3987315616,-6.4042361512
20056,"Brookdale Road, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature",NA,"3 to 6 metres","21cm to 30cm",24,"Fair",53.4523460823,-6.2490434493
20124,"Brookdale Road, Swords","AAAA","Suitable location","","",NA,"","",0,"Dead",53.4545354408,-6.2485838829
20176,"Brookdale Road, Swords","CRMON","Crataegus monogyna","Hawthorn","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",10,"Fair to Good",53.4552730434,-6.2486409839
20828,"Brookdale Park, Swords","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.4527011718,-6.2483361842
401240,"Beach Park, Portmarnock","AAAA","Suitable location","","",NA,"","",0,"",53.4287592386,-6.1295687593
2860,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",7,"Fair to Good",53.4894653022,-6.1589737108
2896,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",8,"Fair to Good",53.4880798012,-6.160109692
634008,"Corduff Park","TAX","Taxus baccata","Common Yew","Mature"," 15 metres","6 to 9 metres","over 61cm",80,"Fair - Poor",53.3988068846,-6.3783249423
47648,"Seabury Close, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.4532003557,-6.1789094255
7184,"Seabury Park, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",35,"Good",53.4536843492,-6.1860650488
42236,"Estuary Road, Malahide","PSYL","Pinus sylvestris","Scots Pine","Semi-Mature","10 metres","9 to 12 metres","31cm to 40cm",39,"Fair to Good",53.4547134299,-6.1814559751
52596,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","Over 12 metres","31cm to 40cm",37,"Poor",53.4512576265,-6.1718749052
52600,"Ard Na Mara, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Mature"," 15 metres","Over 12 metres","51cm-60cm",56,"Fair - Poor",53.4513422754,-6.1718161699
15252,"Berwick Grove, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4634390075,-6.2492047118
15272,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",19,"Fair to Good",53.4632457504,-6.2484715104
15276,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair",53.4631306191,-6.2484762525
5608,"South Bank, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair - Poor",53.4681216834,-6.2259348219
13600,"Burrow Road, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","11cm to 20cm",11,"Fair to Good",53.4936115344,-6.1118238633
18240,"Milesian Grove, Swords","STMP","Stump","Stump","",NA,"","11cm to 20cm",18,"",53.4520091154,-6.2066887987
18420,"Milesian Lawn, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","31cm to 40cm",34,"Fair to Good",53.4519571538,-6.2073875457
876,"Turvey Park, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","","10 metres","6 to 9 metres","1cm - 10cm",8,"Fair",53.4887464314,-6.1543046075
5448,"Glen Ellan Pines, Swords","QCERR","Quercus cerris","Turkey oak","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",3,"Good",53.4683396723,-6.2301919007
32428,"Greenlawns, Skerries","BESP","Betula spp.","Birch","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Good",53.5735864171,-6.1138735486
14816,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","31cm to 40cm",33,"Good",53.4619768886,-6.2503695337
14836,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.4621254105,-6.2494976073
436,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",15,"Fair to Good",53.4913158767,-6.1070740421
15492,"Berwick Avenue, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",30,"Fair",53.4606298515,-6.2494230495
42576,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.6130515565,-6.1942024015
31800,"Kelly's Bay Rise, Skerries","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"","1cm - 10cm",5,"Fair",53.5818296719,-6.1332268912
52276,"Ard Na Mara, Malahide","ACPLD","Acer platanoides 'Drummondii'","Harlequin Maple","Mature","10 metres","3 to 6 metres","11cm to 20cm",16,"Fair",53.4502368809,-6.1689712621
52388,"Ard Na Mara, Malahide","CRG","Crataegus crus-galli","Cockspur Thorn","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",24,"Good",53.4487398175,-6.1708494423
15280,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",28,"Fair",53.4629946528,-6.2484818527
5708,"South Bank, Swords","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",18,"Fair to Good",53.4677783611,-6.2237606672
6820,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.4911896768,-6.1472809341
52704,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","Over 12 metres","41cm - 50cm",44,"Fair",53.4495353749,-6.1735918385
52740,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",19,"Good",53.4487866224,-6.172403774
15260,"Berwick Grove, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4634420399,-6.2487618778
15288,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Fair",53.4627411305,-6.2484739241
15296,"Berwick Crescent, Swords","ACPL","Acer platanoides","Norway Maple","",NA,"","11cm to 20cm",20,"",53.4625423186,-6.24845275
7428,"Eden Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"Up to 3 metres","1cm - 10cm",7,"Fair",53.4934067562,-6.1484762479
42340,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4514952331,-6.1847874181
33824,"Shenick Drive, Skerries","ACPSF","Acer pseudoplatanus f. purpureum","Sycamore","Mature"," 15 metres","6 to 9 metres","31cm to 40cm",35,"Fair to Good",53.5714205526,-6.1070874914
34480,"Shenick Grove, Skerries","ACCA","Acer campestre","Field Maple","Mature","10 metres","6 to 9 metres","21cm to 30cm",30,"Good",53.5711736358,-6.1055002298
52260,"Ard Na Mara, Malahide","PRUSP","Prunus spp.","Cherry","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4497818015,-6.1694153565
170468,"Fancourt Heights, Dublin 15","AAAA","Suitable location","","",NA,"","1cm - 10cm",1,"Good",53.6061369664,-6.1688387643
264016,"Ashling Heights, Blanchardstown","SOXT","Sorbus x thuringiaca","Bastard Service Tree","Mature","10 metres","6 to 9 metres","31cm to 40cm",31,"Fair - Poor",53.3946292788,-6.377383098
43500,"Seabury Heights, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young","10 metres","Up to 3 metres","11cm to 20cm",14,"Good",53.4537960219,-6.1872824415
45456,"Seabury Glen, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",13,"Good",53.4563890852,-6.1838894683
46004,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.4516079988,-6.1816033295
46108,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.45172879,-6.1818995505
26500,"Naul Hill, Naul","ACPS","Acer pseudoplatanus","Sycamore","Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Good",53.5824613502,-6.2857292092
44204,"Seabury Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4539973563,-6.1827802606
44220,"Seabury Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4541558664,-6.1836776929
44224,"Seabury Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",29,"Good",53.4541989215,-6.1839147777
7212,"","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4944711239,-6.1467640801
7528,"Ormond Way, Swords","ACCA","Acer campestre","Field Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair to Good",53.4606526166,-6.2471033113
222404,"Broadway Road, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"",53.386124371,-6.3902365838
5440,"Glen Ellan Pines, Swords","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"3 to 6 metres","1cm - 10cm",6,"Good",53.4685783689,-6.2302119339
6952,"The Rise, Melrose Park","TICO","Tilia cordata","Small-Leafed Lime","Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair",53.4456440961,-6.2032052143
52360,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",27,"Fair",53.4497502712,-6.1702896647
52576,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","41cm - 50cm",47,"Fair to Good",53.4506438299,-6.1724122067
52816,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","6 to 9 metres","41cm - 50cm",43,"Poor",53.447413528,-6.1725675205
5692,"South Bank, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",20,"Fair",53.4675534826,-6.2234251958
6936,"The Rise, Melrose Park","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",19,"Fair to Good",53.4457089806,-6.2040955078
6956,"The Rise, Melrose Park","ACPL","Acer platanoides","Norway Maple","Mature","10 metres","6 to 9 metres","31cm to 40cm",32,"Good",53.4456706852,-6.203007513
42324,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.4524670359,-6.1835551473
42360,"Estuary Road, Malahide","TISP","Tilia spp.","Lime","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",20,"Good",53.4531098439,-6.1831967983
46120,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",15,"Good",53.4517755227,-6.1820887412
46128,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",13,"Good",53.4518179299,-6.1822063087
16048,"Berwick Rise, Swords","AAAA","Suitable location","","",NA,"","",0,"",53.4604361499,-6.2486165856
629644,"Briarwood Lawn, Blanchardstown","AMELA","Amelanchier lamarchii","Serviceberry","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.398391679,-6.4047779485
137164,"Pinebrook Vale, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"",53.3989575734,-6.4117283382
2880,"Beverton Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young","10 metres","3 to 6 metres","1cm - 10cm",8,"Fair to Good",53.4887774406,-6.1600660685
44212,"Seabury Road, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Good",53.4540767244,-6.1832363481
46812,"Castle Downs Grove, Malahide","ACPLS","Acer platanoides 'Crimson Sentry'","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",13,"Good",53.4532813642,-6.181725102
6908,"The Rise, Melrose Park","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair to Good",53.4456477903,-6.2024297324
42480,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.6130307238,-6.1925671687
42484,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",20,"Good",53.6131698017,-6.1927677997
42560,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","21cm to 30cm",21,"Good",53.6132552813,-6.1942509754
43084,"Bayside Boulevard South, Sutton","ACPS","Acer pseudoplatanus","Sycamore","Mature"," 15 metres","9 to 12 metres","31cm to 40cm",40,"Good",53.3875377725,-6.1387176506
3036,"Beverton Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",12,"Fair to Good",53.4895168127,-6.159838167
33028,"Hillside Close, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",22,"Fair to Good",53.5708864438,-6.1121530478
14824,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","21cm to 30cm",28,"Good",53.4620787504,-6.2501337563
14840,"Berwick Way, Swords","ACPL","Acer platanoides","Norway Maple","Newly Planted","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair to Good",53.4621510533,-6.249303663
424,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",16,"Fair to Good",53.4913378488,-6.1065212587
432,"Tower View Heights, Portrane","ACPL","Acer platanoides","Norway Maple","Young",NA,"3 to 6 metres","11cm to 20cm",16,"Fair to Good",53.4913201604,-6.1069304002
16320,"Swords Manor Avenue, Mooretown","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",7,"Good",53.4610767367,-6.2441779631
17832,"Cianlea, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair to Good",53.4665858885,-6.2410265653
42596,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","1cm - 10cm",10,"Good",53.6128761616,-6.1948639141
31600,"Kelly's Bay Jetty, Skerries","TISP","Tilia spp.","Lime","Young",NA,"","1cm - 10cm",5,"Fair",53.5820088387,-6.1334619597
32072,"Martine Court, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Fair to Good",53.5764205819,-6.1128115021
32312,"Millhill Park, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",21,"Fair to Good",53.5757551864,-6.111782757
33800,"Shenick Drive, Skerries","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Mature",NA,"Up to 3 metres","11cm to 20cm",16,"Fair - Poor",53.5724725058,-6.1067382284
52236,"Ard Na Mara, Malahide","BESP","Betula spp.","Birch","Semi-Mature","10 metres","6 to 9 metres","11cm to 20cm",18,"Fair",53.4500349513,-6.1705417623
52484,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","9 to 12 metres","41cm - 50cm",45,"Fair",53.4491305214,-6.1736605499
52488,"Ard Na Mara, Malahide","PRSPA","Prunus serrulata","Japanese Cherry","Mature","10 metres","Over 12 metres","51cm-60cm",60,"Good",53.4492005419,-6.1738615161
52836,"Ard Na Mara, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4483161226,-6.1749193147
5688,"South Bank, Swords","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",24,"Fair to Good",53.4675697991,-6.2229454662
6812,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.4909743441,-6.1481950175
32660,"Hillside Gardens, Skerries","SOARI","Sorbus aria","Whitebeam","Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.57049747,-6.1152536996
32676,"Hillside Gardens, Skerries","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","11cm to 20cm",17,"Good",53.5705135558,-6.1141196873
8620,"Baltra Hall, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Good",53.48758653,-6.1450127395
42696,"Lissadel Crescent, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","6 to 9 metres","21cm to 30cm",28,"Good",53.4530159995,-6.1876536561
42712,"Lissadel Crescent, Malahide","ACPL","Acer platanoides","Norway Maple","Mature"," 15 metres","9 to 12 metres","21cm to 30cm",30,"Good",53.4528541572,-6.1875410181
232488,"Parkview, Castleknock","PRSPA","Prunus serrulata","Japanese Cherry","Young",NA,"Up to 3 metres","1cm - 10cm",8,"Dead",53.3713379161,-6.3470199884
11128,"The Links, Donabate","PYCA","Pyrus calleryana","Pear","Semi-Mature"," 15 metres","3 to 6 metres","11cm to 20cm",20,"Fair to Good",53.487764733,-6.1437810646
4452,"Glen Ellan Drive, Swords","FREX","Fraxinus excelsior","Common Ash","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",22,"Fair",53.4666874221,-6.2279748185
17836,"Cianlea, Swords","BEPE","Betula pendula","Silver Birch","Young","10 metres","3 to 6 metres","11cm to 20cm",14,"Fair",53.4667067582,-6.2409721705
42080,"Gaybrook Lawns, Malahide","CABE","Carpinus betulus","Hornbeam","Mature","10 metres","6 to 9 metres","41cm - 50cm",43,"Good",53.4463611842,-6.1768427066
28016,"Ridgewood Green, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","Up to 3 metres","1cm - 10cm",10,"Good",53.445551788,-6.2489797051
28024,"Ridgewood Green, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature","10 metres","Up to 3 metres","1cm - 10cm",10,"Good",53.4456166068,-6.2492819878
28056,"Ridgewood Green, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4461184447,-6.2492429769
29812,"Foxgrove, Skerries","ACPL","Acer platanoides","Norway Maple","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Dead",53.5777532536,-6.1150242231
32836,"Miller's Lane, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",29,"Good",53.5716159798,-6.1127820776
32844,"Miller's Lane, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",26,"Good",53.5716754946,-6.1123170061
11136,"The Links, Donabate","TICOS","Tilia cordata ""Street Wise""","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",9,"Good",53.4878659388,-6.1439386136
11656,"The Priory, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Young",NA,"3 to 6 metres","11cm to 20cm",14,"Good",53.4915687405,-6.1356269423
11692,"The Priory, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Young",NA,"3 to 6 metres","11cm to 20cm",13,"Good",53.491028988,-6.1350656839
11776,"The Priory, Donabate","SOIN","Sorbus intermedia","Swedish Whitebeam","Young",NA,"3 to 6 metres","11cm to 20cm",16,"Good",53.4914376772,-6.1367932585
21084,"Brookdale Avenue, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",13,"Fair to Good",53.4514665157,-6.2472662577
43196,"Bayside Boulevard South, Sutton","SOARI","Sorbus aria","Whitebeam","Mature"," 15 metres","9 to 12 metres","31cm to 40cm",40,"Good",53.3868455372,-6.1393443095
6652,"Barnewall Drive, Donabate","TICO","Tilia cordata","Small-Leafed Lime","Young",NA,"Up to 3 metres","1cm - 10cm",5,"Fair",53.4908627817,-6.1474329139
7432,"Eden Grove, Donabate","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4933202579,-6.1485482809
43488,"Seabury Heights, Malahide","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Young",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4539460864,-6.1871933951
43504,"Seabury Heights, Malahide","ACPL","Acer platanoides","Norway Maple","Young","10 metres","3 to 6 metres","11cm to 20cm",16,"Good",53.4537582881,-6.1873243965
44000,"Tudor Court, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",28,"Good",53.4541424938,-6.1828814025
45484,"Seabury Glen, Malahide","ACPS","Acer pseudoplatanus","Sycamore","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",23,"Fair",53.455998685,-6.1840402832
18036,"Milesian Avenue, Swords","SOXT","Sorbus x thuringiaca","Bastard Service Tree","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",11,"Fair",53.4510972252,-6.204178768
18140,"Milesian Avenue, Swords","TICO","Tilia cordata","Small-Leafed Lime","Semi-Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Fair to Good",53.4521410737,-6.2055371568
17868,"Cianlea, Swords","PYCA","Pyrus calleryana","Pear","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",29,"Fair to Good",53.4674305464,-6.2395181934
18040,"Milesian Avenue, Swords","SOAU","Sorbus aucuparia","Rowan (Mountain Ash)","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",26,"Good",53.4511982062,-6.2044760352
42568,"Temple Ville, Balbriggan","ACPS","Acer pseudoplatanus","Sycamore","Young","10 metres","3 to 6 metres","11cm to 20cm",18,"Good",53.613172974,-6.1943226429
28756,"Ridgewood Park, Swords","TISP","Tilia spp.","Lime","Young",NA,"Up to 3 metres","1cm - 10cm",6,"Poor",53.4472835446,-6.2472379224
31808,"Kelly's Bay Rise, Skerries","BESP","Betula spp.","Birch","Young",NA,"","1cm - 10cm",5,"Fair",53.5816835519,-6.1333530806
33808,"Shenick Drive, Skerries","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","3 to 6 metres","31cm to 40cm",32,"Fair",53.5722746365,-6.1067839107
48692,"Old Yellow Walls Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",28,"Fair - Poor",53.4544226372,-6.1767179162
52280,"Ard Na Mara, Malahide","BESP","Betula spp.","Birch","Mature"," 15 metres","6 to 9 metres","21cm to 30cm",25,"Good",53.4502877193,-6.1689287302
52468,"Ard Na Mara, Malahide","BESP","Betula spp.","Birch","Young","10 metres","3 to 6 metres","1cm - 10cm",10,"Good",53.4487372953,-6.172551005
6824,"Barnewall Avenue, Donabate","PYCA","Pyrus calleryana","Pear","Young",NA,"Up to 3 metres","1cm - 10cm",4,"Good",53.4912508962,-6.1472708806
42364,"Estuary Road, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature"," 15 metres","3 to 6 metres","21cm to 30cm",22,"Good",53.4531868652,-6.1831384088
46200,"Seabury Lane, Malahide","ACPL","Acer platanoides","Norway Maple","Semi-Mature","10 metres","6 to 9 metres","21cm to 30cm",27,"Good",53.4522122652,-6.1835365193
137144,"Pinebrook Vale, Blanchardstown","AAAA","Suitable location","","",NA,"","",0,"",53.398910953,-6.411554016
20052,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Semi-Mature",NA,"3 to 6 metres","11cm to 20cm",11,"Fair",53.4525398027,-6.2490115397
20148,"Brookdale Road, Swords","ACCA","Acer campestre","Field Maple","Newly Planted",NA,"Up to 3 metres","1cm - 10cm",10,"Good",53.4538525166,-6.2488483597
21000,"Brookdale Avenue, Swords","SOARI","Sorbus aria","Whitebeam","Semi-Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Fair",53.4527022818,-6.2468626201
6912,"The Rise, Melrose Park","TISP","Tilia spp.","Lime","Mature","10 metres","3 to 6 metres","21cm to 30cm",25,"Good",53.4455923353,-6.2028289945
